word,definition,derived_from
uyāhu I,"(an exclamation)? jB lex., desig. of a kind of caterpillar or sim.",
uzaglalû I,mng. unkn. jB lex.;,Sum. 
uzallû I,"""third watch of the night"" O/jB;",Sum. 
uzalāqu I,"""1/4 ikû"" jB lex., surface area = 25 mūšar;",Sum. 
uzbarra I,"(a type of crown land) NB, u. ša šarri;",Iran.? 
uznu I,"f. ""ear; wisdom, understanding"" [GEŠTU; GÉŠTU; GÈŠTU]  1. ""ear"" of human, animal; for ornaments; cut off, wounded, esp. as punishment; med., blocked, deaf etc.; NB animal's ear (as meat)2. transf. ""awareness, attention""; u. petû(m) ""to enlighten"" s.o., OA ""inform"" s.o.; u. šakānu(m) ""to pay attention"", u. ibašši ""attention is given"" to s.o., s.th.3. ""wisdom"", DN mudû gimir u. ""knowing all wisdom""; ""memory, recollection"", ina u.-šunu ibši ""they were mindful of""4. transf. of objects, ""handle, lug"" of vessel; uzun lalê ""kid's ear"" (a plant, phps.) ""plantain"" [Ú.UR/ÚR.TÁL.TÁL]; u. qanê ""reed's ear"" (a bird, phps.) ""crane""",uzuntu Iuznānu Iuznānātu I wazzunu I
uznānu I,"""big-ears"" O/MB, NA as PN;",uznu I
uznānātu I,"'eary (plant)' phps. ""plantain""? jB lex., med.;",uznu I
uzubbatu I,"""reprieve"" NB in PN U.-ili;",ezēbu I
uzubbû I,"""divorce(-payment)"" O/jB; (kasap) u. ""divorce money"";",ezēbu I
uzuntu I,"1. ~ ""ring"" or attachment on implements2. jB, NA [NÍG.GEŠTU] (part of the entrails)",uznu I
uzuru I,"mng. uncl. Nuzi, desig. of horse",
uzuttabara I,(a functionary) NB;,OPers. 
uzuzzatta I,"adv. ""standing up"" jB of human posture;",izuzzu I
uzzapnannu I,(a gold item) Am.;,Hurr.? 
uzzatu I,"""anger, rage"" O/jB;",ezēzu I
uzzu I,"""anger, rage"" Bab.; u. ili ana amēli ""divine wrath towards man""; transf. u. qabli ""heat of battle""; moon wears agê u. ""crown of wrath"";",ezēzu I
uzzubu I,"~ ""neglected, degenerate"" O/jB lex., of human, of domestic animal;",ezēbu I
uzzulikarû I,"(desig. of women, of furniture) Nuzi; phps. ""young"" or ""in good condition""?;",Hurr. 
uzzuqu I,"~ ""sling-stone""? jB lex.",
uzāru I,"(cloth for cult statues)? NB, of wool;",W.Sem.? 
uzību I,"""abandoned (baby), foundling"" jB lex.;",ezēbu I
ušalliš I,"""like river-flats"" jB;",ušallu I
ušallu I,"""(fields) along valley-bottom, river-flats"" Bab., NA; u. nāri ""river meadows"";",ušalliš Iušallû I
ušallû I,"""of the river-flats"" jB lex., of trees",
ušamītu I,(an edible bird) NA,
ušaštu I,"""bird's nest"" O/jB",
ušbu I,"""lair, hide""? jB;",wašābu I
ušburrudû I,"""ritual to dispel sorcery"" jB, NA [UŠ11.BÚR.RU.DA]; NA u. epāšu ""to carry out r."", šumerāni ša ušburrudâni ""the Sumerian (texts) of the rituals"";",Sum. 
ušeštu I,mng. uncl. OB lex.,
ušgidû I,"~ (a narrow chamber) OB [É.UŠ.GÍD.DA] as storage chamber, hallway;",Sum. 
uškû I,"""later"" NB adj.; also as adv. ""on a later occasion""",cf. warkû I
uškû II,"""youth, servant"" j/NB;",cf. wušgû I uškû I
uškûtu I,"""service as uškû"" NB; esp. pūt u. X PN naši ""PN is liable for the service of X"";",uškû II
ušmadû I,"~ ""side-plank"" of a boat ? jB lex.",
ušmannu I,"f. ""(military) camp"" M/NA, jB(Ass.); u. kaṣāru/šakānu ""to pitch camp""",
ušmedû I,(a kind of meat)? jB lex.,
ušmû I,(a functionary) Mari,
ušnaru I,"""(a kind of) lyre"" jB lex.",
ušparu I,(a ruler's staff) j/NB [GIŠ.UŠ.BAR];,Sum.? 
ušpu I,(an oil container) Nuzi,
ušriyānu I,"""crown prince""? ;",Ug. 
ušta'ammu I,(a financial official) NB;,OPers. 
uštabari I,(a Persian functionary) NB;,OPers. 
uštu I,"occas. OB, Susa, Nuzi for cf. ištu;",ultu I
ušukullatu I,(a reed artefact) NB,
ušultu I,"""vein"" O/jB [ÚŠ]; u. ša dāmim ""v. of blood""; demon drinks ušlāti",
ušultu II,"""(lump of) mud""? jB [IM.LAGAB]; from river; in intestine",
ušumgallatu I,"'female dragon', i.e. ""monarch"" MB, of Ištar;",ušumgallu I
ušumgallu I,"Bab., NA [UŠUMGAL]  1. ""great dragon, snake"", in myth; ""(image of) dragon"", šungallē ša DN ina muhhi izzazzūni ""d.s on which DN stands""2. ""monarch, sole ruler"", epith. of deities, king",ušumgallatu I
ušummu I,"~ ""dormouse"" Bab. [PÉŠ.GIŠ.GI] eaten, offered",
ušurru I,"""colleague"" OAkk, OB(poet.);",Sum. 
ušurtu I,"""group of 10"" OB [(NAM.)10] wakil u. ""decurion""; (na4)u. (an object, phps. a weight);",ešer I
ušurā I,"""10 each"" Nuzi, NA;",ešer I
ušuzzāyu I,"""standing, permanent"" NB in qaštu ušuzzāyītu, of military land tenure;",izuzzu I
ušuā'u I,mng. unkn. OAkk,
ušuššû I,(a stone item) Ug. lex.,
ušû I,"1. (a hard stone, phps.) ""diorite, dolerite"" [NA4.ESI]; OAkk du. f. ešītīn2. (a hard wood, phps.) ""ebony (Dalbergia melanoxylon)"" [GIŠ.ESI] for furniture etc.; as timber, among booty",cf. ašiu I
uššatu I,"""anxiety, distress"" O/jB;",ašāšu III
uššu I,"usu. pl. ""foundation(s)"" OAkk, M/NA, M/NB [URU4; SUH] OAkk uššī bītim ""house foundations""; u. nadû (NA karāru) ""to lay the foundations""; ultu u. adi gabadibbī ""from foundation to parapet"";",Sum.? 
uššu II,"pl. f. (a copper vessel) OAkk, for flour; jB lex.;",Sum. 
uššu III,"liter. ""dead reed"" O/jB [GI.ÚŠ];",Sum. 
uššubu I,"""productive"" of lament, prayer ? jB;",ešēbu I
uššuhhu I,"(an object) Nuzi, of bronze;",Hurr. 
uššultu I,"(a plant) jB lex. equated with aššultu, šulutu",
uššurtu I,"""release, exemption"" Bab., OA [ŠU.BAR.RA];",wuššuru I
uššuru I,"""exempt; released, loosened"" Bab. [ŠU.BAR(.RA); BAR]  1. of persons ""released, exempt""2. of parts of the body ""loose, limp""; of hair ""hanging loose/down""; of thread, lentil etc. ""loosened, freed""3. of sheep ""(grazing) free"" NB4. as PN MA, MB, also fPN Uššurtum",wašāru I
uššušiš I,"""in much distress"" jB;",uššušu I
uššušu I,"""very distressed"" Bab.;",ašāšu IIIuššušiš I
uššušu II,(part of a reed) jB lex.,
uššušu III,"D ""to renew"" OB(Susa), j/NB, NA; ""restore"" building; kubussâm u. ""renew land survey""",eššu I denom.
uššuṭu I,(desig. of kind of horse) MB;,wašāṭu I
uṣertu I,j/NB mng. uncl.; = uṣurtu ?,
uṣultu I,"""(a kind of) knife"" Am., jB, NA [GÍR.TUR], for offering; of iron",
uṣurtu I,"""drawing, plan"" Bab., NA [GIŠ.HUR]  1. ""line drawing, plan"" on tablet, figurine; ""building plan, layout"" on ground; ""lines, patterns"" on hand, face, liver etc.; astr. (a cruciform halo); kakkab uṣurti mng. uncl.2. transf. usu. pl. ""designs, plans, ordinances"" of gods; u. ša lā etēqi ""inviolable prescription""; ina adan lā ṣurti ""at a moment not preordained""; DN bēl šīmāti u uṣurāti ""lord of destinies and (divine) plans""",eṣēru Icf. iṣratu I iṣurtu I uṣertu I
uṣû I,(a textile or cloth) O/jB [NÍG.DÁRA],
uṣāru I,"""animal pen"" OAkk, OB in PlN",cf. haṣāru I
uṣṣudu I,(a handicapped person) jB lex.,
uṣṣuru I,"""drawn, decorated"" j/NB of pattern on lizard etc.;",eṣēru I D
uṣṣuru II,"D ""to listen attentively""? OB(poet.)",
uṣṣuru III,"D ""to cut through"" jB; neck, of sword",
uṣṣuṣu I,"D ""to interrogate, investigate"" Bab., NA; esp. in hendiad. with ša'ālu j/NB(Ass.), NA Dt pass. jB",
uṣṣû I,"D ""to spread out, open wide"" Bab. 1. ""pull aside/apart, remove"" clothing, covering2. ""spread out"" various objects, garden produce; bodies of fallen enemy; ""present"" s.th. as dedicatory offering; ""lay out"" gold as foundation deposit; ""distribute"" dismembered piglet over patient's body",muṣû I ?
uṭba I,,
uṭublum I,,
uṭṭatu I,"""grain, barley"" [ŠE.BAR; ŠE; KU.KU (= uṭṭātu)]  1. ""barley""; OB, MB phps. ""cereals"" in gener.2. pl. ""grains, seeds"" of plants, trees etc.3. st. abs. uṭṭet, uṭṭat ""1 grain""; as unit of weight = 1/180 shekel, also as surface measure; linear measure 1/6 ubānu4. (a kind of wart) on human, sheep",
uṭṭû I,(a priest) jB lex.;,Sum. 
wa I,"""and"" OA occas. for u",
wabartu I,(a small Ass. trading colony) OA;,wabru I
wabru I,"OA obl. pl. waberē ""stranger, foreign resident"" Ass., Ug., Bogh.; OB lex. [NA in PNs SUHUŠ];",wabartu I uburtu I wabrūtu I cf. ubāru I
wabrūtu I,"""status as wabrum"" OA;",wabru I
wabûtu I,"""weeding"" OB, of field;",wabā'u I
wabālu I,"(cf. also babālu) ""to carry, bring"" G (pret. ubil, pl. ublū, also ūbi(l)lū; perf. ittabal, early OB itbal, NA ittūbil; stat. babil; ptcp. (w)ābilu(m), O/jB also bābilu(m)) [TÙM; OB math. TÚM] 1. ""bring"" things, animals, people; life, prosperity; message, dream2. ""fetch"" a price, ""be worth""3. ""spend"" day, night4. of wind, of water ""carry off, sweep away"" crops etc.5. ""carry"" unborn child, penalty, yoke, burden of work6. math. ""multiply""7. ""bring"" s.o. to do s.th.8. of heart (libbu, kabattu) ""desire""9. of mouth (pû) ""demand, utter""10. of fate (šīmtu) ""carry off""11. pānī w. ""forbear, forgive""; bābil p. ""merciful""12. qāta/ī w. ""lay hand(s) on, touch""Gtn 1. iter. of G2. ""look after, maintain, serve""3. ""control, steer"", ""administer"" cosmos etc.4. of demon, limbs ""be active""D (cf. babālu D) Dtn (for Gtn Am. only) Š Mari 1. ""send, deliver"" thing, animal, (subordinate) person2. caus. of G 4Štn pass. of Š Št2 [HI.HI] 1. ""stir"" ingredients2. ""move back and forth"" lips, tongue etc.3. ""consider thoroughly, deliberate""; ""understand, interpret"" omen etc.4. ""calculate, multiply""5. stat. of omen ""is balanced, equivocal""N (pret. ibbabil, pres. ibbabbal) pass. of G, esp. G 11 pānūka/kunu ul ibbabbalū ""you will not be forgiven""",biltu I wābilu I muštēbilu Imuštābiltu I muttabbilu Imuttabbiltu I šēbultu Išūbultu I šutābulu Išutābultu I ubilu I cf. babālu I tabālu I
wabātu I,"(or wab/pāt/ṭ/dum) mng. unkn. OAkk, stat. in PNs",
wadiu I,(or watium) (desig. of skins and textiles) OA (or cf. wēdīum ?),
wadû I,"* ""to know"" [ZU] G (pres. udda/i or ūda/i) M/NA ""know"" (Bab., OA cf. edû II) D Bab., OA 1. ""identify, recognize""2. ""make known, communicate, reveal; make intelligible""3. ""assign, allocate"" s.th., ""appoint"" s.o.4. ""define, prescribe""Dt Bab., pass. of D 1. ""be identified, recognized""2. ""receive as allocation""3. ""be appointed, assigned""ŠD OB, as D 3 ""allocate, assign""",wuddi I tuddû I
wadā'u I,(or watā'um) (a bronze object) OAkk,
wagûm I,*,
wakiltu I,"""(female) overseer"" OB [MUNUS.UGULA];",waklu I
waklu I,"""overseer, inspector"" [(LÚ.)UGULA] of workers, priestesses, w. tamkārī ""chief merchant"", w. 5/10 etc. ""overseer of 5/10 men"" etc.; of building; Ass. (as royal title);",wakiltu Iwaklūtu I cf. wakālu I
waklūtu I,"""inspectorship, supervision"" Mari;",waklu I
wakālu I,"OB G of god, stat. ""is trusted""?, in PN D ""to appoint as overseer""",cf. takālu I waklu I
wakāmu I,"G cf. akāmu II D Mari ""to notice, observe"" s.o.; OAkk mng. uncl.",
waldu I,"""born"" OA, OB, M/jB;",walādu I
wamā'u I,"""to swear"" G (pres. umma) OAkk",māmītu I cf. tamû II
wanā'u I,"~ ""to put under pressure, threaten with (= acc.)""? G (pret. ūni) OA",wāniu I
wapû I,"""to be(come) visible, appear"" G (pret. īpi) ""appear, become visible"" M/jB D 1. ""make visible""2. MA stat. ""is (legally) publicized""?Š ""make manifest, appear"", ""produce, create""; ""make clear, display""; ""make glorious"" kingship, name, deeds etc. Štn iter. of Š Št pass. of Š",šūpû Išūpîš I
waqqurtu I,(a priestess and/or fPN) OA; NA as fPN;,waqāru I D
warhu I,"[ITI; also ITI.1.KAM; OA ITI.KAM; NB astr. ÁB]  1. ""the moon""2. ūm w. ""(day of new) moon, first day of month""3. ""month"", (w)a. ana (w)a. ""monthly""",warhišamma I warhītu I arhānû I arhā I arhussu I Arahsamna I
warkatam I,"adv. ""later, soon afterwards; at the rear"" OA, OB;",warkatu I
warku I,"""afterwards"" OB;",wark I + -umarkiš I cf. urkiš I
warrāšû I,"""very grimy"" OB lex., of person;",warāšu I
wartum I,,
waruhhu I,cf. wuruh[hu],
warû I,(a headdress)? OAkk; = erru II 2 ?,
warû II,"""to lead"" G (u/u; imper. ru, jB uru, OB occas. ri) ""lead, conduct"" person; vent. ""fetch, bring"" Gtn ""guide, steer, administer"", ""bring up, manage"" children Gt ""lead away (for good)"" (cf. tarû I) Š caus. of G ""conduct, direct"" person, animal, boat",irītu I ? muttarrû Imuttarrītu I riātu I
warādu I,"""to go down"" G (a/i; perf. ittarad, NA ittūrid) [E11] 1. ""go down, descend""2. of parts of the body, clothing ""hang down, droop""3. of numbers, price ""decrease, drop""Gtn iter. of G Gt ""go away down"" Š caus. of G [E11] ""send, take, bring down""",āridu I wārittu I mūraddu Imūridu I mušarriṭu I ?mušēridu I muttarrittu I wirittu I (New)
warāšu I,"* ""to be(come) dirty"" jB G stat., of face D fact. of G ""besmirch, defile""",waršu I rūšu I uršu III urāšu II urūšu I wurrušu I warrāšû I
watartu I,"""excess"" Bab., OA [DIRI- ]  1. OA, OB ""surplus"" in accounting2. O/MB ""extra piece"" of land, work3. jB ""excrescence"" on liver4. desig. of Sum. gramm. feature5. OB, MB(Ass.), j/NB ana/kī(ma) a. ""besides, in addition; extra""6. OA, OB ""exaggeration"", also in ša atrāti ""one who exaggerates"" Bogh. lex.7. jB lex. (a kind of waggon wheel; cf. attartu)",watru I
watihuru I,"~ ""stable-boy"" Nuzi;",Hurr. 
watirītu I,"(or witirītu) (an object) Nuzi, in pairs;",Hurr. 
watlu I,(a fabric) jB lex.,
watmu I,"""hatchling"" O/jB [AMAR(.MUŠEN)]  1. young of bird, snake, turtle2. transf. of human offspring; OB as PN",
watriššu I,"""superfluously"" OB;",watru I
watrû I,"""exaggerator, braggart"" OB lex.;",watru I
watturu I,"""expensive"" OA;",watāru I D
watû I,"""to find, discover"" G (a/a, later u/u) 1. ""find"" s.th. lost, ""discover"" person, brother (esp. in PNs), purse, path; also abstr. obj., e.g. life, wealth, favour, counsel, inner thoughts etc.2. stat. ""is found"", ""is present""; ""appears (as s.th.)""Gtn MB iter. of G D ~ G 1. ""(re)discover""2. of god ""select, choose"" from (= ina), esp. kingsŠt 1. of persons ""meet (one another)"", ""meet"" with (= itti) s.o., esp. sexually; ""converge"" of parts of body2. OB ""combine"" amounts of sesame3. ""be in opposition"", of heavenly bodies, esp. sun and moon",itûtu I šutātû I
watār I,"in lā w./m. ""no further, that's enough!""; ""really, no exaggeration"" OA, O/jB;",watāru I st. abs.
wazwazu I,(a bird) OB,
wazzunu I,"D ""to listen, give ear"" OA",uznu I denom.
wašaššiwe I,mng. unkn. Nuzi;,Hurr. 
wašbu I,"""inhabited; resident, present"" Bab., OA [TUŠ]  1. of village, city etc. ""occupied, inhabited""2. of person ""present"" OA; ""resident, dwelling"" in a house, place; ""seated"" on a chair",wašābu I
wašbūtu I,"in lā w. ""absence"" OB;",wašbu I
wašranna I,mng. unkn. Alal.,
wašru I,"""submissive; humble, obedient"" Bab.;",wašāru Iašriš I
waštena I,"Hurr. pl. mng. unkn. Alal., desig. of birds",
wašā'u I,"~ ""to need""? OA, jB lex.",
wašāmu I,mng. unkn. OB lex.,
wašāru I,"~ ""to sink down"" G stat. and infin. only; OA ""hangs down, is let down"" of hair; OB ""be lowered"" of bar of lock; O/jB ""be submissive, obedient"" to deity, judgement D (wuššurum, Mari also waššurum, M/NB mostly muššuru, in West also (w)uššuru, M/NA uššuru) ""release, set free"" [BAR] 1. ""release, let go"" persons, ""set free"" captives, slaves2. ""let go of"" s.th., e.g. hem Mari, Alal.; of demon, disease, affliction ""let go of, leave"" s.o. jB3. ""free, release"" fields, districts; Mari ""liberate"" towns4. ""hand over, relinquish"" tablets, merchandise, animals etc. OA; j/NB ""leave"" s.th. to s.o.5. ""abandon, leave behind/aside, give up"" position, palace, city, land; person, e.g. child, brother, cripple; plan; MA imper. uššer ""ignore, except for"" s.th.6. MB ""stop"" doing s.th.; NB ""leave undone, neglect"" work, rites etc.; Ug. ""break"" treaty, Bogh. oath7. jB ""loose, send forth"" storms, rain, rays; MB in West ""send"" troops, ships; tablet, words8. jB ""let fall/hang loose"" hair; OA, jB ""let flow"" liquids, jB ""void"" excrement; stat. jB uššur ""is loose"" esp. ext.; OB ""be undone"" of sin9. Am. transf. ""stretch out"" hand; ""hand over"" cities to fire; Mit. ""lead into"" friendshipDtn OA iter. of D Dt pass. of D; Am. yušaru ""be sent""",wašru Iašriš I wuššuru Iwuššurtu I tūšaru Itīšāriš I
waššabtu I,"""female tenant"" OB;",waššābu I
waṣābu I,"""to add, increase"" G (a/i) [TAH] size, number; ""add on"" interest Gtn OA iter. of G D intens. of G [TAH] ""give in addition""; ""add to""; ""multiply"" Dt pass. of D ""be added"" N pass. of G",ṣibtu II šūṣubtu I tēṣubū Itiṣābu I
werru I,"~ ""mighty (one)"" O/jB",
werû I,"""copper"" [URUDU(.MEŠ/HI.A); also NA4.URUDU] ""copper (ore)"", šad (na4)e. ""copper mountain"" jB",
wirrarikkunni I,(desig. of horses) Nuzi;,Hurr. 
wirratušhu I,(a building) Nuzi;,Hurr. 
wismawir[ri] I,mng. unkn. Alal.;,Hurr. 
wizzaena I,(or wissaena) Hurr. pl. mng. unkn. Alal.,
wiāṣu I,"""to be(come) too little, small"" G 1. ""become few, insufficient"" of people, plants, offerings etc.; ""be(come) too small"" of buildings, places; ""decrease (in size)"" of parts of the body; ""be powerless"" of king2. stat. of people, soldiers, days ""are few""; of area, water, part of body ""is too small, little""; of material, animal, ext. of good/bad conditions ""are scarce, rare""; of treaty, work ""is inadequate""Š caus. of G Am. only",wīṣu Iēṣiš I mīṣūtamma I ta'īṣtu I
wu''û I,"D ""to falsify""? OB tablet, sealing",tā'ītu I
wuddi I,"""certainly, probably"" OA, OB(mostly Mari);",wadû I D imper.
wurni I,(an object) Alal.;,Hurr. 
wurruqu I,"""very yellow"" OB as PN;",warāqu I
wuruh[hu] I,(or waruhhu) (a wooden object) Nuzi;,Hurr. 
wuruhli I,"""south"" Nuzi;",Hurr. 
wurundu I,(or warundu) mng. unkn. Nuzi,
wurupatham I,"(or warupatham) ""debt imprisonment"" Nuzi",
wussumu I,"""especially suitable"" OAkk, OB in PN; OA of package;",wasāmu I D
wussû I,"D ""to identify; distinguish"" OAkk, Bab. 1. ""identify"" people, animals, star2. ""discriminate, distinguish"" good and evil; ""ascertain, find out"" truth; NB ""clarify, verify"" law case3. M/jB(Ass.) ""(re)locate, identify"" site of building, cityDt pass. of D ""be told apart""",muwassû I cf. messûtu I
wuzzuru I,(or wuṣṣurum) D mng. uncl. Mari,
wušgû I,(or wuškû) mng. unkn. Nuzi,cf. uškû II ?
wušru I,mng. unkn. Am.,
wêšu I,"~ ""to relinquish""? OA, OB; stat. ""is left to oneself""?",
wābilu I,"""carrier"" OA;",wabālu I
wāniu I,"~ ""stubborn""? OA, of donkey;",wanā'u I
wēdī- I,"(+ poss. suff.) ""(he/you etc.) alone"" OA;",wēdu Icf. udī- I wuddi I
wīṣu I,"""few""; of days; of people ""small"" in number, of body of troops; in quantity, of money, goods; esp. ī. ū mādu(m) ""(whether) little or much"";",wiāṣu Iēṣiš Iīṣūtu I mīṣūtamma I
ya''uku I,(or yûkû ?) adj. mng. unkn. NA in words (dibbē) IA-ú-ku-u-te,
ya'u I,(a door strap) jB lex.;,Sum. 
yabuṭu I,(or yapuṭu) (a plant) jB lex.;,Aram. 
yabāmu I,"""father-in-law"" OB(N.Mes.);",W.Sem. 
yagâtu I,"""complaints"" Mari;",W.Sem. 
yahili I,(desig. of garment) NA lex.,
yahudû I,"""simple, daft"" O/jB",
yakītu I,"(a throwing-spear)? Am. of iron, bronze",
yalūtu I,"""alliance"" Mari;",ayyalu II
yamattu I,"""each, any one"" M/NA",
yamhadû I,"""of Yamhad"" (land of Aleppo) Mari of garment, vessel;",PlN Yamhad 
yammin I,"""who?; which one?"" jB; or ""seven"" (",Sum.)? 
yamnuqu I,(a garment) NA lex.,
yannussu I,mng. unkn. NA,
yanzu I,(a plant) jB lex.,
yanūqu I,"""lamb""? NA;",Aram. 
yapu I,"""beautiful"" Am.;",W.Sem. 
yaquqānu I,(a garden plant) NB,
yarahhu I,jB  1. (a kind of good quality grain) [ŠE.LUGAL; ŠE.SAG]2. (a brownish precious stone),
yarburānu I,(a plant used in the preparation of perfume) NA;,ayyaru I + būru I ?
yarhu I,"""pond, pool"" M/NA, jB",
yarhu II,adj. mng. uncl. OB,
yarqānu I,(a garden plant) NB;,Aram. 
yarru I,"""pond"" Bab.; OB as watering-place; NB y. marti ""salt pan""?",
yarzibnu I,(an aromatic plant) MA;,ayyaru I + zibnu ?
yarītu I,"""rosette(-ornamented clothing)""? NA;",ayyarû I
yarūru I,"pl. f. ""lament"" jB lex.;",yarūrūtu I
yarūrūtu I,"""lamentation"" jB, NA;",yarūru I
yašibu I,"""battering-ram"" (OB first syll. freq. wr. WA) Bab., NA [GIŠ.GU4.SI.AŠ]",
yašpû I,"""jasper"" M/NB, NA",
yâti I,"""me"" (1 sg. acc. pron.); OA, j/NB ""to me"" (1 sg. dat. pron.); also gen., OA (ša) kīma y. ""my representative(s)""",
yâtinu I,"""us"" (1 pl. acc. pron.) Am. for niāti",
yâšim I,"""to, for me"" (1 sg. dat. pron.) Bab., NA; MB and later also used for acc.",
yâšinu I,"""to, for us"" (1 pl. dat. pron.) Am. for niāši",
